Latitude,Longitude
41.8745025,-87.6317117
41.8744877,-87.6326232
41.8744877,-87.6326232
41.8744877,-87.6326232
41.8744877,-87.6326232
41.8744422,-87.6368711
41.8744422,-87.6368711
41.8744422,-87.6368711
41.8744422,-87.6368711
41.8820662,-87.6269851
41.8820662,-87.6269851
41.8820662,-87.6269851
41.8781743,-87.629773
41.8781743,-87.629773
41.8851338,-87.6252578
41.8851338,-87.6252578
41.8851338,-87.6252578
41.8863031,-87.6253199
41.8863031,-87.6253199
41.8863031,-87.6253199
41.8718334,-87.6267951
41.8718334,-87.6267951
41.8718334,-87.6267951
41.8718334,-87.6267951
41.8811832,-87.6396926
41.8811832,-87.6396926
41.8862954,-87.6262927
41.8862954,-87.6262927
41.8862954,-87.6262927
41.8862954,-87.6262927
41.8757055,-87.6297136
41.8757055,-87.6297136
41.8755332,-87.6297106
41.8755332,-87.6297106
41.8825929,-87.627839
41.8825929,-87.627839
41.8825929,-87.627839
41.8820911,-87.6253439
41.8820911,-87.6253439
41.8820911,-87.6253439
41.8832488,-87.6253519
41.8768737,-87.6317726
41.8768737,-87.6317726
41.8768737,-87.6317726
41.878709,-87.6352561
41.8787295,-87.6337643
41.8787295,-87.6337643
41.8787295,-87.6337643
41.8787846,-87.6307979
41.8787766,-87.6322731
41.8787766,-87.6322731
41.8787766,-87.6322731
41.8743987,-87.626846
41.8743987,-87.626846
41.8743987,-87.626846
41.8743987,-87.626846
41.8786061,-87.6411263
41.8857688,-87.6246226
41.8857688,-87.6246226
41.8857688,-87.6246226
41.8838334,-87.636825
41.8838334,-87.636825
41.8857316,-87.6347741
41.8857316,-87.6347741
41.8748339,-87.6351236
41.8748339,-87.6351236
41.875762,-87.6360698
41.8760844,-87.6352255
41.8760844,-87.6352255
41.8806315,-87.6367584
41.8806315,-87.6367584
41.8812576,-87.6367748
41.8812576,-87.6367748
41.879328,-87.6367614
41.879328,-87.6367614
41.879328,-87.6367614
41.8793258,-87.6369146
41.8793258,-87.6369146
41.8793258,-87.6369146
41.881958,-87.6368217
41.881958,-87.6368217
41.8795456,-87.6369624
41.8795456,-87.6369624
41.881916,-87.6370221
41.881916,-87.6370221
41.8820987,-87.6370265
41.8820987,-87.6370265
41.8821086,-87.6367939
41.8830117,-87.6368112
41.8830117,-87.6368112
